case_id,source_file,pair_id,pair_type,kind_hint,target_vitals,direction_accuracy,normalized_l2,num_target_vitals,num_missing_predictions,missing_predictions,direction_match,before_vitals,target_vitals_values,predicted_vitals,rule_prediction_vitals,llm_adjustments,llm_raw_response,llm_parse_error,llm_api_error,model
coarctation_of_the_aorta,transitions/Cardiology/Coarctation of the Aorta.json,p7,physiology_response,prostaglandin_infusion,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.6,3.3241540277189325,5,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": true, ""BP_sys"": false, ""HR"": false, ""O2Sat"": true, ""RR"": true}","{""BP_dia"": 35, ""BP_sys"": 65, ""HR"": 190, ""O2Sat"": 98, ""RR"": 25}","{""BP_dia"": 40, ""BP_sys"": 55, ""HR"": 170, ""O2Sat"": 90, ""RR"": 3}","{""BP_dia"": 32, ""BP_sys"": 60, ""HR"": 200, ""O2Sat"": 88, ""RR"": 8, ""T"": null}","{""BP_dia"": 35, ""BP_sys"": 65, ""HR"": 190, ""O2Sat"": 98, ""RR"": 25, ""T"": null}","{""BP_dia"": -3, ""BP_sys"": -5, ""HR"": 10, ""O2Sat"": -10, ""RR"": -17, ""T"": null}","{""adjustments"":{""BP_dia"":-3,""BP_sys"":-5,""HR"":10,""O2Sat"":-10,""RR"":-17}}",,,gpt-5.5
coarctation_of_the_aorta,transitions/Cardiology/Coarctation of the Aorta.json,p8,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.2,16.5,5,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": false, ""BP_sys"": true, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": 35, ""BP_sys"": 65, ""HR"": 190, ""O2Sat"": 98, ""RR"": 25}","{""BP_dia"": 20, ""BP_sys"": 40, ""HR"": 35, ""O2Sat"": 92, ""RR"": 8}","{""BP_dia"": 30, ""BP_sys"": 55, ""HR"": 195, ""O2Sat"": 98, ""RR"": 25, ""T"": null}","{""BP_dia"": 32, ""BP_sys"": 60, ""HR"": 180, ""O2Sat"": 98, ""RR"": 25, ""T"": null}","{""BP_dia"": -2, ""BP_sys"": -5, ""HR"": 15, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":-2,""BP_sys"":-5,""HR"":15,""O2Sat"":null,""RR"":null}}",,,gpt-5.5
coarctation_of_the_aorta,transitions/Cardiology/Coarctation of the Aorta.json,p9,physiology_response,chronotropic_agent,"[""HR"", ""O2Sat""]",0.5,7.523961722390672,2,0,"{""HR"": false, ""O2Sat"": false}","{""HR"": true, ""O2Sat"": false}","{""BP_dia"": 20, ""BP_sys"": 40, ""HR"": 70, ""O2Sat"": 95}","{""HR"": 160, ""O2Sat"": 98}","{""BP_dia"": 20, ""BP_sys"": 40, ""HR"": 85, ""O2Sat"": 95, ""RR"": null, ""T"": null}","{""BP_dia"": 20, ""BP_sys"": 40, ""HR"": 85, ""O2Sat"": 95, ""RR"": null, ""T"": null}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""HR"":null,""O2Sat"":null}}",,,gpt-5.5
coarctation_of_the_aorta,transitions/Cardiology/Coarctation of the Aorta.json,p10,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.8,3.471310991541956,5,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": true, ""O2Sat"": false, ""RR"": true}","{""BP_dia"": 20, ""BP_sys"": 40, ""HR"": 70, ""O2Sat"": 95, ""RR"": 25}","{""BP_dia"": 20, ""BP_sys"": 40, ""HR"": 35, ""O2Sat"": 92, ""RR"": 8}","{""BP_dia"": 20, ""BP_sys"": 40, ""HR"": 60, ""O2Sat"": 93, ""RR"": 20, ""T"": null}","{""BP_dia"": 20, ""BP_sys"": 40, ""HR"": 73, ""O2Sat"": 95, ""RR"": 25, ""T"": null}","{""BP_dia"": -2, ""BP_sys"": -5, ""HR"": -13, ""O2Sat"": -2, ""RR"": -5, ""T"": null}","{""adjustments"":{""BP_dia"":-2,""BP_sys"":-5,""HR"":-13,""O2Sat"":-2,""RR"":-5}}",,,gpt-5.5
dysrhythmia_secondary_to_hyperkalemia,transitions/Cardiology/Dysrhythmia Secondary to Hyperkalemia.json,p1,physiology_response,membrane_stabilization,"[""HR""]",1.0,1.0,1,0,"{""HR"": false}","{""HR"": true}","{""BP_dia"": 65, ""BP_sys"": 92, ""HR"": 50, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""HR"": 70}","{""BP_dia"": 65, ""BP_sys"": 92, ""HR"": 60, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""BP_dia"": 65, ""BP_sys"": 92, ""HR"": 50, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 10, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""HR"":10}}",,,gpt-5.5
dysrhythmia_secondary_to_hyperkalemia,transitions/Cardiology/Dysrhythmia Secondary to Hyperkalemia.json,p2,physiology_response,fluid_bolus,"[""BP_sys"", ""BP_dia""]",0.5,1.5652475842498528,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": true, ""BP_sys"": false}","{""BP_dia"": 65, ""BP_sys"": 92, ""HR"": 50, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""BP_dia"": 67, ""BP_sys"": 102}","{""BP_dia"": 60, ""BP_sys"": 88, ""HR"": 50, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""BP_dia"": 69, ""BP_sys"": 100, ""HR"": 50, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""BP_dia"": -9, ""BP_sys"": -12, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":-9,""BP_sys"":-12}}",,,gpt-5.5
dysrhythmia_secondary_to_hyperkalemia,transitions/Cardiology/Dysrhythmia Secondary to Hyperkalemia.json,p3,time_progression,no_action,"[""RR""]",0.0,4.0,1,0,"{""RR"": false}","{""RR"": false}","{""BP_dia"": 65, ""BP_sys"": 92, ""HR"": 50, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""RR"": 0}","{""BP_dia"": 65, ""BP_sys"": 92, ""HR"": 50, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""BP_dia"": 65, ""BP_sys"": 92, ""HR"": 50, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""RR"":null}}",,,gpt-5.5
dysrhythmia_secondary_to_hyperkalemia,transitions/Cardiology/Dysrhythmia Secondary to Hyperkalemia.json,p4,physiology_response,bronchodilator,"[""HR""]",1.0,1.0,1,0,"{""HR"": false}","{""HR"": true}","{""BP_dia"": 70, ""BP_sys"": 105, ""HR"": 70, ""O2Sat"": 97, ""RR"": 16, ""T"": null}","{""HR"": 90}","{""BP_dia"": 70, ""BP_sys"": 105, ""HR"": 80, ""O2Sat"": 97, ""RR"": 16, ""T"": null}","{""BP_dia"": 70, ""BP_sys"": 105, ""HR"": 70, ""O2Sat"": 97, ""RR"": 16, ""T"": null}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 10, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""HR"":10}}",,,gpt-5.5
nightmares_course_hyperkalemia,transitions/Cardiology/Nightmares Case 7 Hyperkalemia.json,p1,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia""]",0.6666666666666666,1.8466185312619388,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": false, ""BP_sys"": true, ""HR"": true}","{""BP_dia"": 60, ""BP_sys"": 90, ""HR"": 40, ""O2Sat"": 99, ""RR"": 18, ""T"": 36.5}","{""BP_dia"": 40, ""BP_sys"": 70, ""HR"": 30}","{""BP_dia"": 55, ""BP_sys"": 80, ""HR"": 34, ""O2Sat"": 99, ""RR"": 18, ""T"": 36.5}","{""BP_dia"": 60, ""BP_sys"": 90, ""HR"": 40, ""O2Sat"": 99, ""RR"": 18, ""T"": 36.5}","{""BP_dia"": -5, ""BP_sys"": -10, ""HR"": -6, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":-5,""BP_sys"":-10,""HR"":-6}}",,,gpt-5.5
nightmares_course_hyperkalemia,transitions/Cardiology/Nightmares Case 7 Hyperkalemia.json,p2,physiology_response,membrane_stabilization,"[""HR"", ""BP_sys"", ""BP_dia""]",0.6666666666666666,2.179449471770337,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": false}","{""BP_dia"": 40, ""BP_sys"": 70, ""HR"": 30, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 35}","{""BP_dia"": 55, ""BP_sys"": 95, ""HR"": 50, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 40, ""BP_sys"": 70, ""HR"": 30, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 15, ""BP_sys"": 25, ""HR"": 20, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":15,""BP_sys"":25,""HR"":20}}",,,gpt-5.5
nightmares_course_hyperkalemia,transitions/Cardiology/Nightmares Case 7 Hyperkalemia.json,p3,physiology_response,membrane_stabilization,"[""HR"", ""BP_sys"", ""BP_dia""]",1.0,1.1357816691600546,3,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": true}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 35, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 60, ""BP_sys"": 100, ""HR"": 55}","{""BP_dia"": 58, ""BP_sys"": 95, ""HR"": 45, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 35, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 8, ""BP_sys"": 15, ""HR"": 10, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":8,""BP_sys"":15,""HR"":10}}",,,gpt-5.5
pregnant_cardiomyopathy,transitions/Cardiology/Pregnant Cardiomyopathy.json,p1,physiology_response,oxygen_support,"[""O2Sat""]",1.0,1.0,1,0,"{""O2Sat"": false}","{""O2Sat"": true}","{""BP_dia"": 50, ""BP_sys"": 95, ""HR"": 115, ""O2Sat"": 87, ""RR"": 40, ""T"": 36.5}","{""O2Sat"": 95}","{""BP_dia"": 50, ""BP_sys"": 95, ""HR"": 115, ""O2Sat"": 90, ""RR"": 38, ""T"": 36.5}","{""BP_dia"": 50, ""BP_sys"": 95, ""HR"": 115, ""O2Sat"": 90, ""RR"": 38, ""T"": 36.5}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""O2Sat"":null}}",,,gpt-5.5
pregnant_cardiomyopathy,transitions/Cardiology/Pregnant Cardiomyopathy.json,p2,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""O2Sat""]",0.75,2.2045407685048604,4,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false}","{""BP_dia"": true, ""BP_sys"": true, ""HR"": false, ""O2Sat"": true}","{""BP_dia"": 50, ""BP_sys"": 95, ""HR"": 115, ""O2Sat"": 87, ""RR"": 40, ""T"": 36.5}","{""BP_dia"": 35, ""BP_sys"": 75, ""HR"": 100, ""O2Sat"": 95}","{""BP_dia"": 40, ""BP_sys"": 80, ""HR"": 120, ""O2Sat"": 92, ""RR"": 12, ""T"": 36.5}","{""BP_dia"": 50, ""BP_sys"": 95, ""HR"": 100, ""O2Sat"": 95, ""RR"": 12, ""T"": 36.5}","{""BP_dia"": -10, ""BP_sys"": -15, ""HR"": 20, ""O2Sat"": -3, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":-10,""BP_sys"":-15,""HR"":20,""O2Sat"":-3}}",,,gpt-5.5
pregnant_cardiomyopathy,transitions/Cardiology/Pregnant Cardiomyopathy.json,p3,physiology_response,vasopressor,"[""BP_sys"", ""BP_dia""]",0.0,1.044030650891055,2,0,"{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": false, ""BP_sys"": false}","{""BP_dia"": 35, ""BP_sys"": 75, ""HR"": 100, ""O2Sat"": 95, ""RR"": null, ""T"": null}","{""BP_dia"": 40, ""BP_sys"": 80}","{""BP_dia"": 43, ""BP_sys"": 90, ""HR"": 100, ""O2Sat"": 95, ""RR"": null, ""T"": null}","{""BP_dia"": 43, ""BP_sys"": 90, ""HR"": 100, ""O2Sat"": 95, ""RR"": null, ""T"": null}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":null,""BP_sys"":null}}",,,gpt-5.5
pregnant_cardiomyopathy,transitions/Cardiology/Pregnant Cardiomyopathy.json,p4,physiology_response,inotrope,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.4,5.894913061275798,5,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": false, ""BP_sys"": true, ""HR"": false, ""O2Sat"": true, ""RR"": false}","{""BP_dia"": 35, ""BP_sys"": 75, ""HR"": 100, ""O2Sat"": 95, ""RR"": 40, ""T"": null}","{""BP_dia"": 70, ""BP_sys"": 100, ""HR"": 80, ""O2Sat"": 95, ""RR"": 20}","{""BP_dia"": 39, ""BP_sys"": 83, ""HR"": 105, ""O2Sat"": 95, ""RR"": 40, ""T"": null}","{""BP_dia"": 39, ""BP_sys"": 83, ""HR"": 105, ""O2Sat"": 95, ""RR"": 40, ""T"": null}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":null,""RR"":null}}",,,gpt-5.5
subarachnoid_hemorrhage,transitions/Communication/Critical Care 1 – Subarachnoid Hemorrhage.json,p1,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat"", ""T""]",0.5,10.143470806385752,6,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false, ""T"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": true, ""RR"": true, ""T"": true}","{""BP_dia"": 95, ""BP_sys"": 170, ""HR"": 110, ""O2Sat"": 92, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 100, ""O2Sat"": 92, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": 95, ""BP_sys"": 170, ""HR"": 112, ""O2Sat"": 90, ""RR"": 11, ""T"": 37.4}","{""BP_dia"": 95, ""BP_sys"": 170, ""HR"": 110, ""O2Sat"": 92, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": 0, ""BP_sys"": 0, ""HR"": 2, ""O2Sat"": -2, ""RR"": -1, ""T"": 0}","{""adjustments"":{""BP_dia"":0,""BP_sys"":0,""HR"":2,""O2Sat"":-2,""RR"":-1,""T"":0}}",,,gpt-5.5
subarachnoid_hemorrhage,transitions/Communication/Critical Care 1 – Subarachnoid Hemorrhage.json,p2,physiology_response,fluid_bolus,"[""BP_sys""]",1.0,0.2,1,0,"{""BP_sys"": false}","{""BP_sys"": true}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 100, ""O2Sat"": 92, ""RR"": 12, ""T"": 37.4}","{""BP_sys"": 90}","{""BP_dia"": 56, ""BP_sys"": 92, ""HR"": 100, ""O2Sat"": 92, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": 56, ""BP_sys"": 92, ""HR"": 100, ""O2Sat"": 92, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_sys"":null}}",,,gpt-5.5
subarachnoid_hemorrhage,transitions/Communication/Critical Care 1 – Subarachnoid Hemorrhage.json,p3,physiology_response,vasopressor,"[""BP_sys""]",1.0,0.5,1,0,"{""BP_sys"": false}","{""BP_sys"": true}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 100, ""O2Sat"": 92, ""RR"": 12, ""T"": 37.4}","{""BP_sys"": 90}","{""BP_dia"": 58, ""BP_sys"": 95, ""HR"": 100, ""O2Sat"": 92, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": 58, ""BP_sys"": 95, ""HR"": 100, ""O2Sat"": 92, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_sys"":null}}",,,gpt-5.5
subarachnoid_hemorrhage,transitions/Communication/Critical Care 1 – Subarachnoid Hemorrhage.json,p4,time_progression,no_action,"[""HR"", ""RR"", ""O2Sat"", ""T""]",1.0,0.447213595499958,4,0,"{""HR"": false, ""O2Sat"": false, ""RR"": false, ""T"": false}","{""HR"": true, ""O2Sat"": true, ""RR"": true, ""T"": true}","{""BP_dia"": 50, ""BP_sys"": 80, ""HR"": 100, ""O2Sat"": 92, ""RR"": 12, ""T"": 37.4}","{""HR"": 110, ""O2Sat"": 87, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": 47, ""BP_sys"": 75, ""HR"": 110, ""O2Sat"": 88, ""RR"": 10, ""T"": 37.4}","{""BP_dia"": 47, ""BP_sys"": 75, ""HR"": 105, ""O2Sat"": 92, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 5, ""O2Sat"": -4, ""RR"": -2, ""T"": null}","{""adjustments"":{""HR"":5,""RR"":-2,""O2Sat"":-4,""T"":null}}",,,gpt-5.5
subarachnoid_hemorrhage,transitions/Communication/Critical Care 1 – Subarachnoid Hemorrhage.json,p5,physiology_response,oxygen_support,"[""O2Sat""]",0.0,1.2,1,0,"{""O2Sat"": false}","{""O2Sat"": false}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 110, ""O2Sat"": 87, ""RR"": 12, ""T"": 37.4}","{""O2Sat"": 88}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 110, ""O2Sat"": 94, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 110, ""O2Sat"": 90, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": 4, ""RR"": null, ""T"": null}","{""adjustments"":{""O2Sat"":4}}",,,gpt-5.5
subarachnoid_hemorrhage,transitions/Communication/Critical Care 1 – Subarachnoid Hemorrhage.json,p6,physiology_response,oxygen_support,"[""O2Sat""]",1.0,0.8,1,0,"{""O2Sat"": false}","{""O2Sat"": true}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 110, ""O2Sat"": 87, ""RR"": 12, ""T"": 37.4}","{""O2Sat"": 92}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 110, ""O2Sat"": 96, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 110, ""O2Sat"": 93, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": 3, ""RR"": null, ""T"": null}","{""adjustments"":{""O2Sat"":3}}",,,gpt-5.5
subarachnoid_hemorrhage,transitions/Communication/Critical Care 1 – Subarachnoid Hemorrhage.json,p7,physiology_response,oral_airway,"[""O2Sat""]",0.0,1.6,1,0,"{""O2Sat"": false}","{""O2Sat"": false}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 110, ""O2Sat"": 87, ""RR"": 12, ""T"": 37.4}","{""O2Sat"": 97}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 110, ""O2Sat"": 89, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 110, ""O2Sat"": 90, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": -1, ""RR"": null, ""T"": null}","{""adjustments"":{""O2Sat"":-1}}",,,gpt-5.5
subarachnoid_hemorrhage,transitions/Communication/Critical Care 1 – Subarachnoid Hemorrhage.json,p8,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat"", ""T""]",0.5,8.579627031520658,6,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false, ""T"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": true, ""RR"": true, ""T"": true}","{""BP_dia"": 50, ""BP_sys"": 90, ""HR"": 110, ""O2Sat"": 87, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": 90, ""BP_sys"": 165, ""HR"": 120, ""O2Sat"": 98, ""RR"": 16, ""T"": 37.4}","{""BP_dia"": 50, ""BP_sys"": 90, ""HR"": 110, ""O2Sat"": 95, ""RR"": 16, ""T"": 37.4}","{""BP_dia"": 50, ""BP_sys"": 90, ""HR"": 110, ""O2Sat"": 95, ""RR"": 12, ""T"": 37.4}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": 4, ""T"": null}","{""adjustments"":{""BP_dia"":null,""BP_sys"":null,""HR"":null,""O2Sat"":null,""RR"":4,""T"":null}}",,,gpt-5.5
polytrauma_for_team_communication,transitions/Communication/Polytrauma for Team Communication.json,p1,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.4,1.5165750888103102,5,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false, ""RR"": false}","{""BP_dia"": true, ""BP_sys"": false, ""HR"": false, ""O2Sat"": true, ""RR"": false}","{""BP_dia"": 65, ""BP_sys"": 110, ""HR"": 120, ""O2Sat"": 92, ""RR"": 28, ""T"": 36.6}","{""BP_dia"": 65, ""BP_sys"": 110, ""HR"": 125, ""O2Sat"": 86, ""RR"": 28}","{""BP_dia"": 60, ""BP_sys"": 100, ""HR"": 130, ""O2Sat"": 88, ""RR"": 32, ""T"": 36.6}","{""BP_dia"": 65, ""BP_sys"": 110, ""HR"": 120, ""O2Sat"": 92, ""RR"": 28, ""T"": 36.6}","{""BP_dia"": -5, ""BP_sys"": -10, ""HR"": 10, ""O2Sat"": -4, ""RR"": 4, ""T"": null}","{""adjustments"":{""BP_dia"":-5,""BP_sys"":-10,""HR"":10,""O2Sat"":-4,""RR"":4}}",,,gpt-5.5
polytrauma_for_team_communication,transitions/Communication/Polytrauma for Team Communication.json,p2,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""O2Sat""]",0.25,3.3823069050575527,4,0,"{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": false}","{""BP_dia"": false, ""BP_sys"": false, ""HR"": false, ""O2Sat"": true}","{""BP_dia"": 65, ""BP_sys"": 110, ""HR"": 125, ""O2Sat"": 86, ""RR"": 28, ""T"": null}","{""BP_dia"": 50, ""BP_sys"": 75, ""HR"": 110, ""O2Sat"": 90}","{""BP_dia"": 62, ""BP_sys"": 105, ""HR"": 120, ""O2Sat"": 90, ""RR"": 12, ""T"": null}","{""BP_dia"": 65, ""BP_sys"": 110, ""HR"": 110, ""O2Sat"": 95, ""RR"": 12, ""T"": null}","{""BP_dia"": -3, ""BP_sys"": -5, ""HR"": 10, ""O2Sat"": -5, ""RR"": null, ""T"": null}","{""adjustments"":{""BP_dia"":-3,""BP_sys"":-5,""HR"":10,""O2Sat"":-5}}",,,gpt-5.5
polytrauma_for_team_communication,transitions/Communication/Polytrauma for Team Communication.json,p3,physiology_response,tube_thoracostomy,"[""O2Sat""]",1.0,0.2,1,0,"{""O2Sat"": false}","{""O2Sat"": true}","{""BP_dia"": 50, ""BP_sys"": 75, ""HR"": 110, ""O2Sat"": 90, ""RR"": 12, ""T"": null}","{""O2Sat"": 96}","{""BP_dia"": 54, ""BP_sys"": 83, ""HR"": 110, ""O2Sat"": 95, ""RR"": 12, ""T"": null}","{""BP_dia"": 54, ""BP_sys"": 83, ""HR"": 110, ""O2Sat"": 95, ""RR"": 12, ""T"": null}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""O2Sat"":null}}",,,gpt-5.5
adrenal_crisis,transitions/Endocrine/Adrenal Crisis.json,p1,physiology_response,fluid_bolus,"[""HR""]",0.0,1.0,1,0,"{""HR"": false}","{""HR"": false}","{""BP_dia"": 40, ""BP_sys"": 80, ""HR"": 125, ""O2Sat"": 98, ""RR"": 18, ""T"": 35}","{""HR"": 115}","{""BP_dia"": 48, ""BP_sys"": 95, ""HR"": 125, ""O2Sat"": 98, ""RR"": 18, ""T"": 35}","{""BP_dia"": 48, ""BP_sys"": 95, ""HR"": 120, ""O2Sat"": 98, ""RR"": 18, ""T"": 35}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 5, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""HR"":5}}",,,gpt-5.5
adrenal_crisis,transitions/Endocrine/Adrenal Crisis.json,p2,physiology_response,fluid_bolus,"[""HR""]",0.0,1.5,1,0,"{""HR"": false}","{""HR"": false}","{""BP_dia"": 40, ""BP_sys"": 80, ""HR"": 125, ""O2Sat"": 98, ""RR"": 18, ""T"": 35}","{""HR"": 110}","{""BP_dia"": 48, ""BP_sys"": 95, ""HR"": 125, ""O2Sat"": 98, ""RR"": 18, ""T"": 35}","{""BP_dia"": 48, ""BP_sys"": 95, ""HR"": 120, ""O2Sat"": 98, ""RR"": 18, ""T"": 35}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 5, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""HR"":5}}",,,gpt-5.5
adrenal_crisis,transitions/Endocrine/Adrenal Crisis.json,p3,time_progression,no_action,"[""HR"", ""O2Sat""]",0.0,1.886796226411321,2,0,"{""HR"": false, ""O2Sat"": false}","{""HR"": false, ""O2Sat"": false}","{""BP_dia"": 40, ""BP_sys"": 80, ""HR"": 125, ""O2Sat"": 98, ""RR"": 18, ""T"": 35}","{""HR"": 140, ""O2Sat"": 90}","{""BP_dia"": 37, ""BP_sys"": 75, ""HR"": 130, ""O2Sat"": 98, ""RR"": 18, ""T"": 35}","{""BP_dia"": 37, ""BP_sys"": 75, ""HR"": 130, ""O2Sat"": 98, ""RR"": 18, ""T"": 35}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""adjustments"":{""HR"":null,""O2Sat"":null}}",,,gpt-5.5
