source_file,case_id,pair_id,pair_type,kind_hint,target_vitals,rule_direction_accuracy,hybrid_direction_accuracy,pure_llm_direction_accuracy,rule_passed,hybrid_passed,pure_llm_passed,failed_engines,passed_engines,failure_pattern,hybrid_delta_direction_accuracy_vs_rule,pure_llm_delta_direction_accuracy_vs_rule,pure_llm_delta_direction_accuracy_vs_hybrid,rule_normalized_l2,hybrid_normalized_l2,pure_llm_normalized_l2,hybrid_delta_normalized_l2_vs_rule,pure_llm_delta_normalized_l2_vs_rule,pure_llm_delta_normalized_l2_vs_hybrid,best_engine_by_l2,best_normalized_l2,rule_predicted_vitals,hybrid_predicted_vitals,pure_llm_predicted_vitals,hybrid_llm_adjustments,hybrid_llm_reasoning,pure_llm_reasoning,hybrid_llm_api_error,pure_llm_llm_api_error
transitions/Endocrine/DKA.json,pediatric_dka_decreased_loc,p1,physiology_response,fluid_bolus,"[""HR"", ""BP_sys"", ""BP_dia""]",0.3333333333333333,0.3333333333333333,1.0,False,False,True,"[""rule"", ""hybrid""]","[""pure_llm""]",rule_fail_hybrid_fail_pure_llm_pass,0.0,0.6666666666666667,0.6666666666666667,1.02469507659596,1.02469507659596,0.7071067811865476,0.0,-0.31758829540941236,-0.31758829540941236,pure_llm,0.7071067811865476,"{""BP_dia"": 54, ""BP_sys"": 98, ""HR"": 135, ""O2Sat"": 99, ""RR"": 34, ""T"": 36.5}","{""BP_dia"": 54, ""BP_sys"": 98, ""HR"": 135, ""O2Sat"": 99, ""RR"": 34, ""T"": 36.5}","{""BP_dia"": 55, ""BP_sys"": 95, ""HR"": 130, ""O2Sat"": 99, ""RR"": 34, ""T"": 36.5}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Endocrine/DKA.json,pediatric_dka_decreased_loc,p2,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat"", ""T""]",0.5,0.6666666666666666,0.6666666666666666,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.16666666666666663,0.16666666666666663,0.0,3.7416573867739413,3.056141357987225,3.0,-0.6855160287867164,-0.7416573867739413,-0.05614135798722497,pure_llm,3.0,"{""BP_dia"": 50, ""BP_sys"": 90, ""HR"": 140, ""O2Sat"": 99, ""RR"": 34, ""T"": 36.5}","{""BP_dia"": 47, ""BP_sys"": 85, ""HR"": 148, ""O2Sat"": 99, ""RR"": 36, ""T"": 36.5}","{""BP_dia"": 46, ""BP_sys"": 84, ""HR"": 150, ""O2Sat"": 98, ""RR"": 38, ""T"": 36.5}","{""BP_dia"": -3, ""BP_sys"": -5, ""HR"": 8, ""O2Sat"": 0, ""RR"": 2, ""T"": 0}",null,null,,
transitions/Endocrine/DKA.json,pediatric_dka_decreased_loc,p3,time_progression,no_action,"[""O2Sat""]",0.0,1.0,0.0,False,True,False,"[""rule"", ""pure_llm""]","[""hybrid""]",rule_fail_hybrid_pass_pure_llm_fail,1.0,0.0,-1.0,2.2,1.2,1.8,-1.0000000000000002,-0.40000000000000013,0.6000000000000001,hybrid,1.2,"{""BP_dia"": 29, ""BP_sys"": 58, ""HR"": 152, ""O2Sat"": 99, ""RR"": 34, ""T"": 36.5}","{""BP_dia"": 29, ""BP_sys"": 58, ""HR"": 152, ""O2Sat"": 94, ""RR"": 34, ""T"": 36.5}","{""BP_dia"": 30, ""BP_sys"": 60, ""HR"": 150, ""O2Sat"": 97, ""RR"": 34, ""T"": 36.5}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": -5, ""RR"": null, ""T"": null}",null,null,,
transitions/Endocrine/DKA.json,pediatric_dka_decreased_loc,p4,physiology_response,airway_management,"[""T""]",1.0,1.0,1.0,True,True,True,[],"[""rule"", ""hybrid"", ""pure_llm""]",rule_pass_hybrid_pass_pure_llm_pass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0,"{""BP_dia"": 30, ""BP_sys"": 60, ""HR"": 135, ""O2Sat"": 95, ""RR"": 12, ""T"": 36.5}","{""BP_dia"": 30, ""BP_sys"": 60, ""HR"": 135, ""O2Sat"": 95, ""RR"": 12, ""T"": 36.5}","{""BP_dia"": 30, ""BP_sys"": 60, ""HR"": 150, ""O2Sat"": 99, ""RR"": 34, ""T"": 36.5}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Endocrine/DKA.json,pediatric_dka_decreased_loc,p5,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat"", ""T""]",0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.0,0.0,0.0,5.766281297335398,4.487761134463375,4.440720662234904,-1.2785201628720229,-1.3255606351004943,-0.04704047222847141,pure_llm,4.440720662234904,"{""BP_dia"": 30, ""BP_sys"": 60, ""HR"": 135, ""O2Sat"": 95, ""RR"": 12, ""T"": 36.5}","{""BP_dia"": 25, ""BP_sys"": 55, ""HR"": 150, ""O2Sat"": 99, ""RR"": 30, ""T"": 36.5}","{""BP_dia"": 28, ""BP_sys"": 58, ""HR"": 148, ""O2Sat"": 99, ""RR"": 24, ""T"": 36.5}","{""BP_dia"": -5, ""BP_sys"": -5, ""HR"": 15, ""O2Sat"": 4, ""RR"": 18, ""T"": null}",null,null,,
transitions/Endocrine/Hyponatremic Seizure.json,hyponatremic_seizure,p1,physiology_response,fluid_bolus,"[""BP_sys"", ""BP_dia""]",0.5,0.5,1.0,False,False,True,"[""rule"", ""hybrid""]","[""pure_llm""]",rule_fail_hybrid_fail_pure_llm_pass,0.0,0.5,0.5,0.6082762530298219,0.6082762530298219,0.5,0.0,-0.10827625302982191,-0.10827625302982191,pure_llm,0.5,"{""BP_dia"": 66, ""BP_sys"": 101, ""HR"": 95, ""O2Sat"": 96, ""RR"": 12, ""T"": 36.4}","{""BP_dia"": 66, ""BP_sys"": 101, ""HR"": 95, ""O2Sat"": 96, ""RR"": 12, ""T"": 36.4}","{""BP_dia"": 65, ""BP_sys"": 100, ""HR"": 95, ""O2Sat"": 96, ""RR"": 12, ""T"": 36.4}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Endocrine/Hyponatremic Seizure.json,hyponatremic_seizure,p2,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""O2Sat""]",0.0,0.75,0.0,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.75,0.0,-0.75,8.874119674649425,7.049113419430843,8.82156448709638,-1.8250062552185815,-0.052555187553045,1.7724510676655365,hybrid,7.049113419430843,"{""BP_dia"": 60, ""BP_sys"": 90, ""HR"": 95, ""O2Sat"": 96, ""RR"": 12, ""T"": 36.4}","{""BP_dia"": 65, ""BP_sys"": 100, ""HR"": 110, ""O2Sat"": 92, ""RR"": 12, ""T"": 36.4}","{""BP_dia"": 58, ""BP_sys"": 88, ""HR"": 100, ""O2Sat"": 95, ""RR"": 12, ""T"": 36.4}","{""BP_dia"": 5, ""BP_sys"": 10, ""HR"": 15, ""O2Sat"": -4, ""RR"": null, ""T"": null}",null,null,,
transitions/Endocrine/Hyponatremic Seizure.json,hyponatremic_seizure,p3,physiology_response,electrolyte_correction,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.0,0.6,0.0,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.6,0.0,-0.6,7.874007874011811,5.940538696111658,7.519308478842985,-1.933469177900153,-0.35469939516882576,1.5787697827313272,hybrid,5.940538696111658,"{""BP_dia"": 95, ""BP_sys"": 155, ""HR"": 140, ""O2Sat"": 86, ""RR"": null, ""T"": null}","{""BP_dia"": 90, ""BP_sys"": 145, ""HR"": 120, ""O2Sat"": 90, ""RR"": null, ""T"": null}","{""BP_dia"": 94, ""BP_sys"": 154, ""HR"": 136, ""O2Sat"": 88, ""RR"": null, ""T"": null}","{""BP_dia"": -5, ""BP_sys"": -10, ""HR"": -20, ""O2Sat"": 4, ""RR"": null, ""T"": null}",null,null,,
transitions/Endocrine/Hyponatremic Seizure.json,hyponatremic_seizure,p4,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""O2Sat""]",0.0,0.5,0.5,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.5,0.5,0.0,7.874007874011811,8.402975663418287,8.230431337420901,0.5289677894064759,0.35642346340909015,-0.17254432599738578,rule,7.874007874011811,"{""BP_dia"": 65, ""BP_sys"": 95, ""HR"": 100, ""O2Sat"": 91, ""RR"": 6, ""T"": null}","{""BP_dia"": 60, ""BP_sys"": 85, ""HR"": 110, ""O2Sat"": 83, ""RR"": 6, ""T"": null}","{""BP_dia"": 58, ""BP_sys"": 88, ""HR"": 110, ""O2Sat"": 84, ""RR"": 6, ""T"": null}","{""BP_dia"": -5, ""BP_sys"": -10, ""HR"": 10, ""O2Sat"": -8, ""RR"": null, ""T"": null}",null,null,,
transitions/Endocrine/Hyponatremic Seizure.json,hyponatremic_seizure,p5,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""O2Sat""]",0.5,0.5,1.0,False,False,True,"[""rule"", ""hybrid""]","[""pure_llm""]",rule_fail_hybrid_fail_pure_llm_pass,0.0,0.5,0.5,5.163332257370234,5.163332257370234,4.149698784249286,0.0,-1.0136334731209482,-1.0136334731209482,pure_llm,4.149698784249286,"{""BP_dia"": 95, ""BP_sys"": 155, ""HR"": 125, ""O2Sat"": 95, ""RR"": 12, ""T"": null}","{""BP_dia"": 95, ""BP_sys"": 155, ""HR"": 125, ""O2Sat"": 95, ""RR"": 12, ""T"": null}","{""BP_dia"": 88, ""BP_sys"": 145, ""HR"": 128, ""O2Sat"": 94, ""RR"": 0, ""T"": null}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Endocrine/Pediatric DKA.json,pediatric_dka_2016,p1,physiology_response,fluid_bolus,"[""HR"", ""BP_sys"", ""BP_dia""]",0.3333333333333333,0.3333333333333333,0.6666666666666666,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.0,0.3333333333333333,0.3333333333333333,1.5811388300841898,1.5811388300841898,1.5132745950421556,0.0,-0.0678642350420342,-0.0678642350420342,pure_llm,1.5132745950421556,"{""BP_dia"": 64, ""BP_sys"": 98, ""HR"": 135, ""O2Sat"": 99, ""RR"": 34, ""T"": 38.5}","{""BP_dia"": 64, ""BP_sys"": 98, ""HR"": 135, ""O2Sat"": 99, ""RR"": 34, ""T"": 38.5}","{""BP_dia"": 62, ""BP_sys"": 95, ""HR"": 135, ""O2Sat"": 99, ""RR"": 34, ""T"": 38.5}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Endocrine/Pediatric DKA.json,pediatric_dka_2016,p2,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat""]",0.4,0.4,0.4,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.0,0.0,0.0,1.9313207915827966,2.142428528562855,2.2891046284519194,0.21110773698005847,0.35778383686912285,0.14667609988906438,rule,1.9313207915827966,"{""BP_dia"": 60, ""BP_sys"": 95, ""HR"": 120, ""O2Sat"": 99, ""RR"": 34, ""T"": 38.5}","{""BP_dia"": 59, ""BP_sys"": 93, ""HR"": 123, ""O2Sat"": 99, ""RR"": 35, ""T"": 38.5}","{""BP_dia"": 58, ""BP_sys"": 92, ""HR"": 124, ""O2Sat"": 99, ""RR"": 36, ""T"": 38.5}","{""BP_dia"": -1, ""BP_sys"": -2, ""HR"": 3, ""O2Sat"": null, ""RR"": 1, ""T"": null}",null,null,,
transitions/Endocrine/Pediatric DKA.json,pediatric_dka_2016,p3,time_progression,no_action,"[""O2Sat""]",0.0,0.0,0.0,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.0,0.0,0.0,1.8,1.8,1.4,0.0,-0.40000000000000013,-0.40000000000000013,pure_llm,1.4,"{""BP_dia"": 95, ""BP_sys"": 140, ""HR"": 70, ""O2Sat"": 97, ""RR"": 28, ""T"": 36.5}","{""BP_dia"": 95, ""BP_sys"": 140, ""HR"": 70, ""O2Sat"": 97, ""RR"": 28, ""T"": 36.5}","{""BP_dia"": 95, ""BP_sys"": 140, ""HR"": 70, ""O2Sat"": 95, ""RR"": 28, ""T"": 36.5}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Endocrine/Pediatric DKA.json,pediatric_dka_2016,p4,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""O2Sat"", ""T""]",0.2,0.6,0.8,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.39999999999999997,0.6000000000000001,0.20000000000000007,26.386549603917523,26.103831136444324,25.41534969265621,-0.28271846747319884,-0.9711999112613121,-0.6884814437881133,pure_llm,25.41534969265621,"{""BP_dia"": 95, ""BP_sys"": 140, ""HR"": 70, ""O2Sat"": 95, ""RR"": 12, ""T"": 36.5}","{""BP_dia"": 85, ""BP_sys"": 120, ""HR"": 90, ""O2Sat"": 98, ""RR"": 12, ""T"": 36.5}","{""BP_dia"": 85, ""BP_sys"": 125, ""HR"": 80, ""O2Sat"": 94, ""RR"": 28, ""T"": 36.5}","{""BP_dia"": -10, ""BP_sys"": -20, ""HR"": 20, ""O2Sat"": 3, ""RR"": null, ""T"": null}",null,null,,
transitions/Endocrine/Pediatric DKA.json,pediatric_dka_2016,p5,physiology_response,airway_management,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat"", ""T""]",0.3333333333333333,0.3333333333333333,0.5,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.0,0.16666666666666669,0.16666666666666669,10.688779163215974,9.78417088975862,8.584287972802404,-0.9046082734573542,-2.1044911904135706,-1.1998829169562164,pure_llm,8.584287972802404,"{""BP_dia"": 95, ""BP_sys"": 140, ""HR"": 70, ""O2Sat"": 95, ""RR"": 12, ""T"": 36.5}","{""BP_dia"": 95, ""BP_sys"": 140, ""HR"": 70, ""O2Sat"": 98, ""RR"": 28, ""T"": 36.5}","{""BP_dia"": 90, ""BP_sys"": 135, ""HR"": 80, ""O2Sat"": 99, ""RR"": 28, ""T"": 36.5}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": 3, ""RR"": 16, ""T"": null}",null,null,,
transitions/Endocrine/Tumour Lysis Syndrome.json,tumour_lysis_syndrome,p1,physiology_response,membrane_stabilization,"[""HR""]",0.0,1.0,1.0,False,True,True,"[""rule""]","[""hybrid"", ""pure_llm""]",rule_fail_hybrid_pass_pure_llm_pass,1.0,1.0,0.0,2.0,1.0,1.2,-1.0,-0.8,0.19999999999999996,hybrid,1.0,"{""BP_dia"": 65, ""BP_sys"": 92, ""HR"": 50, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""BP_dia"": 65, ""BP_sys"": 92, ""HR"": 60, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""BP_dia"": 65, ""BP_sys"": 92, ""HR"": 58, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 10, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Endocrine/Tumour Lysis Syndrome.json,tumour_lysis_syndrome,p2,physiology_response,fluid_bolus,"[""BP_sys"", ""BP_dia""]",1.0,1.0,1.0,True,True,True,[],"[""rule"", ""hybrid"", ""pure_llm""]",rule_pass_hybrid_pass_pure_llm_pass,0.0,0.0,0.0,0.28284271247461906,0.28284271247461906,0.36055512754639896,0.0,0.0777124150717799,0.0777124150717799,tie,0.28284271247461906,"{""BP_dia"": 69, ""BP_sys"": 100, ""HR"": 50, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""BP_dia"": 69, ""BP_sys"": 100, ""HR"": 50, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""BP_dia"": 70, ""BP_sys"": 100, ""HR"": 50, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Endocrine/Tumour Lysis Syndrome.json,tumour_lysis_syndrome,p3,time_progression,no_action,"[""RR""]",0.0,0.0,0.0,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.0,0.0,0.0,4.0,4.0,4.4,0.0,0.40000000000000036,0.40000000000000036,tie,4.0,"{""BP_dia"": 65, ""BP_sys"": 92, ""HR"": 50, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""BP_dia"": 65, ""BP_sys"": 92, ""HR"": 50, ""O2Sat"": 97, ""RR"": 20, ""T"": 36.4}","{""BP_dia"": 65, ""BP_sys"": 92, ""HR"": 50, ""O2Sat"": 97, ""RR"": 22, ""T"": 36.4}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Endocrine/Tumour Lysis Syndrome.json,tumour_lysis_syndrome,p4,physiology_response,hyperkalemia_shift,"[""HR""]",0.0,1.0,1.0,False,True,True,"[""rule""]","[""hybrid"", ""pure_llm""]",rule_fail_hybrid_pass_pure_llm_pass,1.0,1.0,0.0,2.0,1.0,0.5,-1.0,-1.5,-0.5,pure_llm,0.5,"{""BP_dia"": 70, ""BP_sys"": 105, ""HR"": 70, ""O2Sat"": 97, ""RR"": 16, ""T"": null}","{""BP_dia"": 70, ""BP_sys"": 105, ""HR"": 80, ""O2Sat"": 97, ""RR"": 16, ""T"": null}","{""BP_dia"": 70, ""BP_sys"": 105, ""HR"": 85, ""O2Sat"": 97, ""RR"": 16, ""T"": null}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": 10, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/GI/Massive Upper GI Bleed.json,massive_upper_gi_bleed,p1,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia""]",0.0,0.6666666666666666,1.0,False,False,True,"[""rule"", ""hybrid""]","[""pure_llm""]",rule_fail_hybrid_fail_pure_llm_pass,0.6666666666666666,1.0,0.33333333333333337,3.3541019662496847,2.1400934559032696,1.6155494421403511,-1.214008510346415,-1.7385525241093336,-0.5245440137629185,pure_llm,1.6155494421403511,"{""BP_dia"": 60, ""BP_sys"": 105, ""HR"": 115, ""O2Sat"": 96, ""RR"": 24, ""T"": 37.8}","{""BP_dia"": 55, ""BP_sys"": 97, ""HR"": 123, ""O2Sat"": 96, ""RR"": 24, ""T"": 37.8}","{""BP_dia"": 54, ""BP_sys"": 92, ""HR"": 126, ""O2Sat"": 96, ""RR"": 24, ""T"": 37.8}","{""BP_dia"": -5, ""BP_sys"": -8, ""HR"": 8, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/GI/Massive Upper GI Bleed.json,massive_upper_gi_bleed,p2,physiology_response,blood_transfusion,"[""HR"", ""BP_sys"", ""BP_dia""]",1.0,1.0,1.0,True,True,True,[],"[""rule"", ""hybrid"", ""pure_llm""]",rule_pass_hybrid_pass_pure_llm_pass,0.0,0.0,0.0,1.4247806848775009,1.4247806848775009,0.8246211251235323,0.0,-0.6001595597539686,-0.6001595597539686,pure_llm,0.8246211251235323,"{""BP_dia"": 57, ""BP_sys"": 100, ""HR"": 133, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 57, ""BP_sys"": 100, ""HR"": 133, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 58, ""BP_sys"": 95, ""HR"": 128, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/GI/Massive Upper GI Bleed.json,massive_upper_gi_bleed,p3,physiology_response,fluid_bolus,"[""HR"", ""BP_sys"", ""BP_dia""]",0.0,0.6666666666666666,0.6666666666666666,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.6666666666666666,0.6666666666666666,0.0,1.224744871391589,1.3341664064126335,1.3490737563232043,0.10942153502104457,0.12432888493161531,0.014907349910570744,rule,1.224744871391589,"{""BP_dia"": 56, ""BP_sys"": 97, ""HR"": 135, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 52, ""BP_sys"": 90, ""HR"": 138, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 52, ""BP_sys"": 88, ""HR"": 138, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": -4, ""BP_sys"": -7, ""HR"": 3, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/GI/Massive Upper GI Bleed.json,massive_upper_gi_bleed,p4,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia""]",0.0,0.6666666666666666,0.3333333333333333,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.6666666666666666,0.3333333333333333,-0.3333333333333333,9.398936110007345,8.306623862918075,8.972179222463181,-1.0923122470892697,-0.42675688754416363,0.665555359545106,hybrid,8.306623862918075,"{""BP_dia"": 47, ""BP_sys"": 80, ""HR"": 145, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 40, ""BP_sys"": 70, ""HR"": 150, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": 45, ""BP_sys"": 75, ""HR"": 150, ""O2Sat"": null, ""RR"": null, ""T"": null}","{""BP_dia"": -7, ""BP_sys"": -10, ""HR"": 5, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/GI/Undifferentiated Abdominal Pain + Shock.json,undifferentiated_abdominal_pain_shock,p1,physiology_response,oxygen_support,"[""O2Sat""]",1.0,1.0,0.0,True,True,False,"[""pure_llm""]","[""rule"", ""hybrid""]",rule_pass_hybrid_pass_pure_llm_fail,0.0,-1.0,-1.0,0.8,0.0,0.2,-0.8,-0.6000000000000001,0.2,hybrid,0.0,"{""BP_dia"": 76, ""BP_sys"": 112, ""HR"": 118, ""O2Sat"": 92, ""RR"": 28, ""T"": 37.9}","{""BP_dia"": 76, ""BP_sys"": 112, ""HR"": 118, ""O2Sat"": 96, ""RR"": 28, ""T"": 37.9}","{""BP_dia"": 76, ""BP_sys"": 112, ""HR"": 118, ""O2Sat"": 97, ""RR"": 28, ""T"": 37.9}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": 4, ""RR"": null, ""T"": null}",null,null,,
transitions/GI/Undifferentiated Abdominal Pain + Shock.json,undifferentiated_abdominal_pain_shock,p2,time_progression,no_action,"[""HR"", ""BP_sys"", ""BP_dia"", ""RR"", ""O2Sat"", ""T""]",0.3333333333333333,0.5,0.6666666666666666,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.16666666666666669,0.3333333333333333,0.16666666666666663,2.4515301344262537,1.7916472867168929,1.664331697709324,-0.6598828477093608,-0.7871984367169296,-0.12731558900756879,pure_llm,1.664331697709324,"{""BP_dia"": 76, ""BP_sys"": 112, ""HR"": 118, ""O2Sat"": 94, ""RR"": 28, ""T"": 37.9}","{""BP_dia"": 72, ""BP_sys"": 104, ""HR"": 122, ""O2Sat"": 93, ""RR"": 29, ""T"": 37.9}","{""BP_dia"": 72, ""BP_sys"": 106, ""HR"": 124, ""O2Sat"": 93, ""RR"": 30, ""T"": 38.0}","{""BP_dia"": -4, ""BP_sys"": -8, ""HR"": 4, ""O2Sat"": -1, ""RR"": 1, ""T"": 0}",null,null,,
transitions/GI/Undifferentiated Abdominal Pain + Shock.json,undifferentiated_abdominal_pain_shock,p3,physiology_response,airway_management,"[""BP_sys"", ""BP_dia""]",0.0,1.0,1.0,False,True,True,"[""rule""]","[""hybrid"", ""pure_llm""]",rule_fail_hybrid_pass_pure_llm_pass,1.0,1.0,0.0,2.5,0.5,0.36055512754639896,-2.0,-2.139444872453601,-0.13944487245360104,pure_llm,0.36055512754639896,"{""BP_dia"": 55, ""BP_sys"": 105, ""HR"": 110, ""O2Sat"": 95, ""RR"": 12, ""T"": 38.1}","{""BP_dia"": 40, ""BP_sys"": 80, ""HR"": 110, ""O2Sat"": 95, ""RR"": 12, ""T"": 38.1}","{""BP_dia"": 42, ""BP_sys"": 82, ""HR"": 125, ""O2Sat"": 97, ""RR"": 26, ""T"": 38.1}","{""BP_dia"": -15, ""BP_sys"": -25, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Neurology/Altered LOC.json,altered_loc,p1,physiology_response,fluid_bolus,"[""HR"", ""BP_sys"", ""BP_dia""]",0.3333333333333333,0.3333333333333333,0.6666666666666666,False,False,False,"[""rule"", ""hybrid"", ""pure_llm""]",[],rule_fail_hybrid_fail_pure_llm_fail,0.0,0.3333333333333333,0.3333333333333333,1.3601470508735443,1.3601470508735443,0.9110433579144299,0.0,-0.44910369295911434,-0.44910369295911434,pure_llm,0.9110433579144299,"{""BP_dia"": 58, ""BP_sys"": 101, ""HR"": 125, ""O2Sat"": 92, ""RR"": 22, ""T"": 35.7}","{""BP_dia"": 58, ""BP_sys"": 101, ""HR"": 125, ""O2Sat"": 92, ""RR"": 22, ""T"": 35.7}","{""BP_dia"": 58, ""BP_sys"": 100, ""HR"": 118, ""O2Sat"": 92, ""RR"": 22, ""T"": 35.7}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": null, ""RR"": null, ""T"": null}",null,null,,
transitions/Neurology/Altered LOC.json,altered_loc,p2,physiology_response,oxygen_support,"[""O2Sat""]",0.0,1.0,1.0,False,True,True,"[""rule""]","[""hybrid"", ""pure_llm""]",rule_fail_hybrid_pass_pure_llm_pass,1.0,1.0,0.0,1.0,0.4,0.4,-0.6,-0.6,0.0,tie,0.4,"{""BP_dia"": 52, ""BP_sys"": 90, ""HR"": 130, ""O2Sat"": 92, ""RR"": 22, ""T"": 35.7}","{""BP_dia"": 52, ""BP_sys"": 90, ""HR"": 130, ""O2Sat"": 95, ""RR"": 22, ""T"": 35.7}","{""BP_dia"": 52, ""BP_sys"": 90, ""HR"": 130, ""O2Sat"": 95, ""RR"": 22, ""T"": 35.7}","{""BP_dia"": null, ""BP_sys"": null, ""HR"": null, ""O2Sat"": 3, ""RR"": null, ""T"": null}",null,null,,
