category,case_id,pair_id,file,n_actions,duration_s,vitals_pair_pass,vitals_pass_count,vitals_partial_score,rhythm_pair_pass,rhythm_predicted,rhythm_actual,pair_pass,partial_score,all_vitals_in_tol,all_dirs_match,all_interv_match,mech_match,combined_pair_pass,error,HR_before,HR_actual,HR_predicted,HR_abs_err,HR_within_tol,HR_dir_match,BP_sys_before,BP_sys_actual,BP_sys_predicted,BP_sys_abs_err,BP_sys_within_tol,BP_sys_dir_match,BP_dia_before,BP_dia_actual,BP_dia_predicted,BP_dia_abs_err,BP_dia_within_tol,BP_dia_dir_match,RR_before,RR_actual,RR_predicted,RR_abs_err,RR_within_tol,RR_dir_match,O2Sat_before,O2Sat_actual,O2Sat_predicted,O2Sat_abs_err,O2Sat_within_tol,O2Sat_dir_match,T_before,T_actual,T_predicted,T_abs_err,T_within_tol,T_dir_match
Cardiology,nightmares_case_6_ventricular_tachycardia,p4,Nightmares Case 6 Ventricular Tachycardia.json,2,120,False,3,0.6666666666666666,True,sinus,sinus,False,0.71875,False,False,False,False,False,,150,90,0.0,90.0,False,True,0,110,100.0,10.0,True,True,0,80,60.0,20.0,False,True,0,18,0,18,False,False,0,94,95.0,1.0,True,True,37.0,37.0,37.0,0.0,True,True
Cardiology,nightmares_case_6_ventricular_tachycardia,p5,Nightmares Case 6 Ventricular Tachycardia.json,2,0,False,1,0.3333333333333333,True,sinus,sinus,False,0.625,False,False,False,False,False,,150,90,150.0,60.0,False,False,85,110,85,25,False,False,65,80,65,15,True,False,26,18,26,8,False,False,88,94,98.0,4.0,False,True,37.0,37.0,37.0,0.0,True,True
Cardiology,nightmares_case_7_hyperkalemia,p1,Nightmares Case 7 Hyperkalemia.json,0,180,False,3,0.75,True,bradycardia,bradycardia,False,0.90625,True,False,True,True,False,,40,30,40.0,10.0,True,False,90,70,85.0,15.0,True,False,60,40,55.0,15.0,True,False,18,18,18,0,True,True,99,99,99,0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,nightmares_case_7_hyperkalemia,p2,Nightmares Case 7 Hyperkalemia.json,1,120,False,5,0.9166666666666666,True,bradycardia,bradycardia,False,0.9375,True,False,True,False,False,,30,35,45.0,10.0,True,True,70,80,80.0,0.0,True,True,40,50,45.0,5.0,True,False,18,18,18,0,True,True,99,99,99,0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,nightmares_case_7_hyperkalemia,p3,Nightmares Case 7 Hyperkalemia.json,1,120,False,5,0.8333333333333334,True,bradycardia,bradycardia,False,0.9375,False,False,True,True,False,,30,30,50.0,20.0,False,False,70,70,70,0,True,True,40,40,40,0,True,True,18,18,18,0,True,True,99,99,99,0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,nightmares_case_7_hyperkalemia,p4,Nightmares Case 7 Hyperkalemia.json,1,120,False,5,0.9166666666666666,True,bradycardia,bradycardia,False,0.96875,True,False,True,True,False,,35,55,50.0,5.0,True,True,80,100,90.0,10.0,True,True,50,60,55.0,5.0,True,False,18,18,18,0,True,True,99,99,99,0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,nightmares_case_7_hyperkalemia,p5,Nightmares Case 7 Hyperkalemia.json,0,360,False,1,0.16666666666666666,False,bradycardia,VF,False,0.65625,False,False,True,False,False,,30,0,30.0,30.0,False,False,70,0,70.0,70.0,False,False,40,0,40.0,40.0,False,False,18,0,18.0,18.0,False,False,99,0,99.0,99.0,False,False,36.5,36.5,36.5,0.0,True,True
Cardiology,nightmares_case_7_hyperkalemia,p6,Nightmares Case 7 Hyperkalemia.json,2,120,False,1,0.16666666666666666,False,asystole,bradycardia,False,0.53125,False,False,False,False,False,,0,30,0.0,30.0,False,False,0,70,0.0,70.0,False,False,0,40,0.0,40.0,False,False,0,18,0.0,18.0,False,False,0,99,0.0,99.0,False,False,36.5,36.5,36.5,0.0,True,True
Cardiology,pediatric_viral_myocarditis,p1,Pediatric Viral Myocarditis.json,0,300,False,1,0.3333333333333333,True,sinus,sinus,False,0.71875,False,False,True,False,False,,130,140,130.0,10.0,True,False,110,90,110.0,20.0,False,False,70,60,70.0,10.0,True,False,30,35,30.0,5.0,False,False,92,82,92.0,10.0,False,False,38.0,38.0,38.0,0.0,True,True
Cardiology,pediatric_viral_myocarditis,p2,Pediatric Viral Myocarditis.json,1,0,False,2,0.5833333333333334,True,sinus,sinus,False,0.6875,False,False,False,False,False,,140,140,140,0,True,True,90,80,90,10,True,False,60,50,60,10,True,False,35,12,35,23,False,False,82,95,84.0,11.0,False,True,38.0,38.0,38.0,0.0,True,True
Cardiology,pediatric_viral_myocarditis,p3,Pediatric Viral Myocarditis.json,0,120,False,4,0.8333333333333334,,sinus,,False,0.9375,True,False,True,True,False,,140,140,140.0,0.0,True,True,80,70,75.0,5.0,True,False,50,40,45.0,5.0,True,False,12,12,12.0,0.0,True,True,95,95,94.0,1.0,True,True,38.0,38.0,38.0,0.0,True,True
Cardiology,pediatric_viral_myocarditis,p4,Pediatric Viral Myocarditis.json,1,600,False,4,0.75,True,sinus,sinus,False,0.8125,False,False,False,False,False,,140,140,130.0,10.0,True,False,70,60,80.0,20.0,False,False,40,40,45.0,5.0,True,True,12,12,12,0,True,True,95,95,95,0,True,True,38.0,38.0,38.0,0.0,True,True
Cardiology,pediatric_viral_myocarditis,p5,Pediatric Viral Myocarditis.json,1,300,False,3,0.6666666666666666,,sinus,,False,0.8125,False,False,False,True,False,,140,110,150.0,40.0,False,False,70,100,80.0,20.0,False,True,40,60,45.0,15.0,True,False,12,12,12,0,True,True,95,95,96.0,1.0,True,True,38.0,38.0,38.0,0.0,True,True
Cardiology,pregnant_cardiomyopathy,p1,Pregnant Cardiomyopathy.json,0,120,False,5,0.8333333333333334,True,sinus,sinus,False,0.90625,False,False,True,False,False,,110,110,110.0,0.0,True,True,90,90,90.0,0.0,True,True,50,50,50.0,0.0,True,True,35,35,35.0,0.0,True,True,89,85,89.0,4.0,False,False,36.5,36.5,36.5,0.0,True,True
Cardiology,pregnant_cardiomyopathy,p2,Pregnant Cardiomyopathy.json,0,300,False,3,0.6666666666666666,True,sinus,sinus,False,0.84375,False,False,True,False,False,,110,115,110.0,5.0,True,False,90,95,90.0,5.0,True,True,50,50,50.0,0.0,True,True,35,40,35.0,5.0,False,False,89,87,89.0,2.0,True,False,36.5,36.5,36.5,0.0,True,True
Cardiology,pregnant_cardiomyopathy,p3,Pregnant Cardiomyopathy.json,1,0,True,6,1.0,True,sinus,sinus,False,0.9375,True,True,False,True,False,,115,115,115,0,True,True,95,95,95,0,True,True,50,50,50,0,True,True,40,40,40,0,True,True,87,95,97.0,2.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,pregnant_cardiomyopathy,p4,Pregnant Cardiomyopathy.json,2,0,False,2,0.5,True,sinus,sinus,False,0.65625,False,False,False,False,False,,115,100,115.0,15.0,False,False,95,75,95.0,20.0,False,False,50,35,50.0,15.0,True,False,40,14,35.0,21.0,False,True,95,95,95.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,pregnant_cardiomyopathy,p5,Pregnant Cardiomyopathy.json,1,120,False,3,0.75,True,sinus,sinus,False,0.8125,True,False,False,False,False,,100,100,110.0,10.0,True,False,75,80,90.0,10.0,True,False,35,40,45.0,5.0,True,False,14,14,14,0,True,True,95,95,95,0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,pregnant_cardiomyopathy,p6,Pregnant Cardiomyopathy.json,1,300,False,3,0.5,True,sinus,sinus,False,0.75,False,False,False,True,False,,100,80,110.0,30.0,False,False,80,100,90.0,10.0,True,True,40,70,45.0,25.0,False,False,14,20,14,6,False,False,95,95,96.0,1.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,stemi_with_bradycardia,p1,STEMI with Bradycardia.json,0,180,False,5,0.9166666666666666,True,bradycardia,bradycardia,False,0.90625,True,False,False,True,False,,32,30,32.0,2.0,True,True,77,66,77.0,11.0,True,False,40,36,40.0,4.0,True,True,32,32,32.0,0.0,True,True,90,90,90.0,0.0,True,True,37.1,37.1,37.1,0.0,True,True
Cardiology,stemi_with_bradycardia,p3,STEMI with Bradycardia.json,1,120,False,4,0.75,True,bradycardia,bradycardia,False,0.84375,False,False,False,True,False,,30,30,50.0,20.0,False,False,66,66,76.0,10.0,True,False,36,36,36,0,True,True,32,32,32,0,True,True,90,90,90,0,True,True,37.1,37.1,37.1,0.0,True,True
Cardiology,stemi_with_bradycardia,p4,STEMI with Bradycardia.json,0,240,False,1,0.16666666666666666,False,bradycardia,VT,False,0.65625,False,False,True,False,False,,30,200,30.0,170.0,False,False,66,0,66.0,66.0,False,False,36,0,36.0,36.0,False,False,32,0,32.0,32.0,False,False,90,0,90.0,90.0,False,False,37.1,37.1,37.1,0.0,True,True
Cardiology,stemi_with_bradycardia,p6,STEMI with Bradycardia.json,1,120,False,3,0.6666666666666666,False,sinus,bradycardia,False,0.84375,False,False,False,True,False,,200,30,0.0,30.0,False,True,0,72,80.0,8.0,True,True,0,44,50.0,6.0,True,True,0,32,0,32,False,False,0,86,95.0,9.0,False,True,37.1,37.1,37.1,0.0,True,True
Cardiology,stemi_with_bradycardia,p7,STEMI with Bradycardia.json,1,60,False,2,0.6666666666666666,False,bradycardia,sinus,False,0.84375,False,False,False,True,False,,30,80,45.0,35.0,False,True,72,100,82.0,18.0,False,True,44,60,49.0,11.0,True,False,30,30,30,0,True,True,86,94,88.0,6.0,False,True,37.1,37.1,37.1,0.0,True,True
Cardiology,stemi_with_cardiogenic_shock,p1,STEMI with Cardiogenic Shock.json,1,600,False,4,0.75,True,sinus,sinus,False,0.84375,False,False,False,True,False,,110,110,110,0,True,True,80,85,90.0,5.0,True,False,40,45,45.0,0.0,True,True,30,30,30,0,True,True,85,85,90.0,5.0,False,False,36.2,36.2,36.2,0.0,True,True
Cardiology,stemi_with_cardiogenic_shock,p2,STEMI with Cardiogenic Shock.json,0,300,False,4,0.75,True,sinus,sinus,False,0.90625,False,False,True,True,False,,110,110,110.0,0.0,True,True,80,80,75.0,5.0,True,True,40,40,35.0,5.0,True,True,30,30,28.0,2.0,True,False,85,80,85.0,5.0,False,False,36.2,36.2,36.2,0.0,True,True
Cardiology,stemi_with_cardiogenic_shock,p3,STEMI with Cardiogenic Shock.json,1,0,False,1,0.5,True,sinus,sinus,False,0.6875,False,False,False,False,False,,110,120,110,10,True,False,80,70,80,10,True,False,40,30,40,10,True,False,30,14,30,16,False,False,85,92,100.0,8.0,False,True,36.2,36.2,36.2,0.0,True,True
Cardiology,stemi_with_cardiogenic_shock,p4,STEMI with Cardiogenic Shock.json,1,120,False,3,0.75,True,sinus,sinus,False,0.84375,True,False,False,True,False,,120,120,130.0,10.0,True,False,70,75,90.0,15.0,True,False,30,35,40.0,5.0,True,False,14,14,14,0,True,True,92,92,92,0,True,True,36.2,36.2,36.2,0.0,True,True
Cardiology,stemi_with_cardiogenic_shock,p5,STEMI with Cardiogenic Shock.json,1,120,False,5,0.9166666666666666,True,sinus,sinus,False,0.875,True,False,False,False,False,,120,120,130.0,10.0,True,False,75,85,90.0,5.0,True,True,35,45,45.0,0.0,True,True,14,14,14,0,True,True,92,92,92,0,True,True,36.2,36.2,36.2,0.0,True,True
Cardiology,stemi_with_cardiogenic_shock,p6,STEMI with Cardiogenic Shock.json,1,300,False,3,0.6666666666666666,True,sinus,sinus,False,0.84375,False,False,True,False,False,,120,100,130.0,30.0,False,False,85,95,95.0,0.0,True,True,45,55,50.0,5.0,True,False,14,14,14,0,True,True,92,92,94.0,2.0,True,False,36.2,36.2,36.2,0.0,True,True
Cardiology,stemi_with_cardiogenic_shock,p7,STEMI with Cardiogenic Shock.json,1,300,False,2,0.5,True,sinus,sinus,False,0.75,False,False,False,True,False,,120,120,130.0,10.0,True,False,70,50,80.0,30.0,False,False,30,10,35.0,25.0,False,False,14,14,14,0,True,True,92,92,94.0,2.0,True,False,36.2,36.2,36.2,0.0,True,True
Cardiology,stable_vt_with_icd_firing,p1,Stable VT with ICD Firing.json,0,300,True,6,1.0,True,VT,VT,True,1.0,True,True,True,True,True,,180,180,180.0,0.0,True,True,100,100,100.0,0.0,True,True,60,60,60.0,0.0,True,True,16,16,16.0,0.0,True,True,96,96,96.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,stable_vt_with_icd_firing,p2,Stable VT with ICD Firing.json,1,120,False,4,0.8333333333333334,False,VT,sinus,False,0.84375,False,False,False,False,False,,180,95,150.0,55.0,False,True,100,110,110.0,0.0,True,True,60,70,65.0,5.0,True,False,16,16,16,0,True,True,96,96,97.0,1.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,stable_vt_with_icd_firing,p3,Stable VT with ICD Firing.json,0,180,False,4,0.6666666666666666,True,VT,VT,False,0.875,False,False,True,True,False,,180,180,180.0,0.0,True,True,100,150,100.0,50.0,False,False,60,90,60.0,30.0,False,False,16,16,16.0,0.0,True,True,96,96,96.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,stable_vt_with_icd_firing,p4,Stable VT with ICD Firing.json,0,60,False,3,0.5,False,sinus,VT,False,0.78125,False,False,True,False,False,,95,180,95,85,False,False,110,150,110,40,False,False,70,90,70,20,False,False,16,16,16,0,True,True,96,96,96,0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,stable_vt_with_icd_firing,p5,Stable VT with ICD Firing.json,1,180,False,2,0.4166666666666667,False,VT,sinus,False,0.75,False,False,True,False,False,,180,95,170.0,75.0,False,True,150,110,145.0,35.0,False,False,90,70,87.0,17.0,False,False,16,16,16,0,True,True,96,96,96,0,True,True,36.5,36.5,37.0,0.5,False,False
Cardiology,tb_pericarditis,p1,TB Pericarditis.json,1,600,False,4,0.8333333333333334,True,sinus,sinus,False,0.875,True,False,False,True,False,,130,130,120.0,10.0,True,False,90,100,100.0,0.0,True,True,60,60,65.0,5.0,True,True,30,30,28.0,2.0,True,False,96,96,96,0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,tb_pericarditis,p2,TB Pericarditis.json,0,360,False,3,0.5833333333333334,True,sinus,sinus,False,0.8125,False,False,True,False,False,,130,140,130,10,True,False,90,60,90,30,False,False,60,30,60,30,False,False,30,30,30,0,True,True,96,96,96,0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,tb_pericarditis,p3,TB Pericarditis.json,0,180,False,1,0.25,False,sinus,PEA,False,0.6875,False,False,True,False,False,,140,150,140.0,10.0,True,False,60,0,55.0,55.0,False,False,30,0,25.0,25.0,False,False,30,0,30.0,30.0,False,False,96,0,100.0,100.0,False,False,36.5,36.5,36.5,0.0,True,True
Cardiology,tb_pericarditis,p4,TB Pericarditis.json,1,0,False,1,0.16666666666666666,False,PEA,sinus,False,0.53125,False,False,False,False,False,,150,130,150.0,20.0,False,False,0,80,0.0,80.0,False,False,0,40,0.0,40.0,False,False,0,20,0.0,20.0,False,False,0,100,0.0,100.0,False,False,36.5,36.5,36.5,0.0,True,True
Cardiology,thyroid_storm,p1,Thyroid Storm.json,0,180,False,0,0.25,True,sinus,sinus,False,0.71875,False,False,True,True,False,,145,150,145,5,True,False,150,115,150,35,False,False,80,70,80,10,True,False,32,34,32,2,True,False,89,93,89,4,False,False,40.0,40.0,40.5,0.5,False,False
Cardiology,thyroid_storm,p2,Thyroid Storm.json,0,300,False,4,0.6666666666666666,True,sinus,sinus,False,0.875,False,False,True,True,False,,150,150,150,0,True,True,115,115,115,0,True,True,70,70,70,0,True,True,34,34,34,0,True,True,93,85,93,8,False,False,40.0,40.0,39.5,0.5,False,False
Cardiology,thyroid_storm,p3,Thyroid Storm.json,1,0,False,5,0.9166666666666666,True,sinus,sinus,False,0.84375,False,True,False,True,False,,150,150,150.0,0.0,True,True,115,110,115.0,5.0,True,True,70,70,70.0,0.0,True,True,34,16,32.0,16.0,False,True,93,93,93.0,0.0,True,True,40.0,40.0,40.0,0.0,True,True
Cardiology,unstable_bradycardia,p1,Unstable Bradycardia.json,1,0,False,5,0.9166666666666666,True,bradycardia,bradycardia,False,0.9375,True,False,False,True,False,,40,40,50.0,10.0,True,False,97,97,97,0,True,True,63,63,63,0,True,True,12,12,12,0,True,True,91,95,93.0,2.0,True,True,35.9,35.9,35.9,0.0,True,True
Cardiology,unstable_bradycardia,p2,Unstable Bradycardia.json,0,180,False,3,0.5,True,bradycardia,bradycardia,False,0.8125,False,False,True,True,False,,40,26,40.0,14.0,False,False,97,61,97.0,36.0,False,False,63,42,63.0,21.0,False,False,12,12,12.0,0.0,True,True,95,95,95.0,0.0,True,True,35.9,35.9,35.9,0.0,True,True
Cardiology,unstable_bradycardia,p3,Unstable Bradycardia.json,1,60,True,6,1.0,True,bradycardia,bradycardia,False,0.9375,True,True,False,False,False,,26,40,46.0,6.0,True,True,61,70,71.0,1.0,True,True,42,45,47.0,2.0,True,True,12,12,12,0,True,True,95,95,95,0,True,True,36.1,36.1,36.1,0.0,True,True
Cardiology,unstable_bradycardia,p4,Unstable Bradycardia.json,1,0,False,3,0.5833333333333334,False,bradycardia,sinus,False,0.84375,False,False,True,True,False,,26,70,70.0,0.0,True,True,61,100,71.0,29.0,False,True,42,65,47.0,18.0,False,False,12,12,12,0,True,True,95,90,95,5,False,False,36.1,36.1,36.1,0.0,True,True
Cardiology,unstable_bradycardia,p5,Unstable Bradycardia.json,0,180,False,0,0.08333333333333333,False,bradycardia,PEA,False,0.625,False,False,True,False,False,,26,0,25.0,25.0,False,False,61,0,60.0,60.0,False,False,42,0,41.0,41.0,False,False,12,0,12,12,False,False,95,0,94.0,94.0,False,False,35.9,36.1,35.9,0.20000000000000284,True,False
Cardiology,vsa_megacode,p1,VSA Megacode.json,1,180,False,5,0.9166666666666666,True,sinus,sinus,False,0.96875,True,False,True,True,False,,74,74,74,0,True,True,100,80,90.0,10.0,True,True,60,40,55.0,15.0,True,False,12,12,12,0,True,True,96,96,96,0,True,True,36.7,36.7,36.7,0.0,True,True
Cardiology,vsa_megacode,p2,VSA Megacode.json,0,120,False,2,0.3333333333333333,False,sinus,VT,False,0.6875,False,False,True,False,False,,74,180,74,106,False,False,100,0,100,100,False,False,60,0,60,60,False,False,12,12,12,0,True,True,96,74,96,22,False,False,36.7,36.7,36.7,0.0,True,True
Cardiology,vsa_megacode,p3,VSA Megacode.json,1,240,False,5,0.9166666666666666,False,sinus,bradycardia,False,0.84375,False,True,False,True,False,,180,55,0.0,55.0,False,True,0,85,100.0,15.0,True,True,0,45,60.0,15.0,True,True,12,12,12,0,True,True,74,95,98.0,3.0,True,True,36.7,36.7,36.7,0.0,True,True
Cardiology,vsa_megacode,p4,VSA Megacode.json,0,60,False,1,0.16666666666666666,False,bradycardia,VF,False,0.65625,False,False,True,False,False,,55,180,55.0,125.0,False,False,85,0,85.0,85.0,False,False,45,0,45.0,45.0,False,False,0,12,0.0,12.0,False,False,95,68,95.0,27.0,False,False,36.7,36.7,36.7,0.0,True,True
Cardiology,vsa_megacode,p5,VSA Megacode.json,0,120,False,1,0.25,False,bradycardia,PEA,False,0.6875,False,False,True,False,False,,55,20,60.0,40.0,False,False,85,0,90.0,90.0,False,False,45,0,48.0,48.0,False,False,0,12,2.0,10.0,False,True,95,68,95,27,False,False,36.7,36.7,36.7,0.0,True,True
Cardiology,vt_arvd,p1,Ventricular Tachycardia due to Arrhythmogenic Right Ventricular Dysplasia (ARVD).json,1,300,False,3,0.75,False,VT,sinus,False,0.875,False,False,True,False,False,,162,75,142.0,67.0,False,True,109,118,109,9,True,False,71,77,71,6,True,False,18,18,18,0,True,True,99,99,99,0,True,True,36.8,36.8,36.8,0.0,True,True
Cardiology,vt_arvd,p4,Ventricular Tachycardia due to Arrhythmogenic Right Ventricular Dysplasia (ARVD).json,0,120,False,3,0.5,False,sinus,VT,False,0.78125,False,False,True,False,False,,75,180,75,105,False,False,118,80,118,38,False,False,77,56,77,21,False,False,18,18,18,0,True,True,99,99,99,0,True,True,36.8,36.8,36.8,0.0,True,True
Cardiology,wpw_wide_complex_tachycardia,p1,Wide Complex Tachycardia WPW.json,1,1200,False,2,0.4166666666666667,False,sinus,VT,False,0.6875,False,False,False,False,False,,180,180,120.0,60.0,False,False,125,88,135.0,47.0,False,False,85,60,90.0,30.0,False,False,22,22,24.0,2.0,True,False,97,97,97,0,True,True,37.1,37.1,37.1,0.0,True,True
Cardiology,wpw_wide_complex_tachycardia,p2,Wide Complex Tachycardia WPW.json,1,20,False,2,0.4166666666666667,False,sinus,VT,False,0.6875,False,False,False,False,False,,180,200,120.0,80.0,False,False,125,88,125,37,False,False,85,60,85,25,False,False,22,22,20.0,2.0,True,False,97,97,97,0,True,True,37.1,37.1,37.1,0.0,True,True
Cardiology,wpw_wide_complex_tachycardia,p3,Wide Complex Tachycardia WPW.json,0,240,False,2,0.4166666666666667,True,VT,VT,False,0.71875,False,False,True,False,False,,180,200,170.0,30.0,False,False,125,88,125,37,False,False,85,60,85,25,False,False,22,22,20.0,2.0,True,False,97,97,97,0,True,True,37.1,37.1,37.1,0.0,True,True
