category,case_id,pair_id,file,n_actions,duration_s,vitals_pair_pass,rhythm_pair_pass,rhythm_predicted,rhythm_actual,pair_pass,partial_score,all_vitals_in_tol,all_dirs_match,all_interv_match,mech_match,combined_pair_pass,error,HR_before,HR_actual,HR_predicted,HR_abs_err,HR_within_tol,HR_dir_match,BP_sys_before,BP_sys_actual,BP_sys_predicted,BP_sys_abs_err,BP_sys_within_tol,BP_sys_dir_match,BP_dia_before,BP_dia_actual,BP_dia_predicted,BP_dia_abs_err,BP_dia_within_tol,BP_dia_dir_match,RR_before,RR_actual,RR_predicted,RR_abs_err,RR_within_tol,RR_dir_match,O2Sat_before,O2Sat_actual,O2Sat_predicted,O2Sat_abs_err,O2Sat_within_tol,O2Sat_dir_match,T_before,T_actual,T_predicted,T_abs_err,T_within_tol,T_dir_match
Cardiology,nightmares_case_6_ventricular_tachycardia,p2,Nightmares Case 6 Ventricular Tachycardia.json,0,180,False,True,VT,VT,False,0.75,False,False,True,False,False,,150,150,150.0,0.0,True,True,122,85,122.0,37.0,False,False,80,65,80.0,15.0,True,False,20,26,20.0,6.0,False,False,92,88,92.0,4.0,False,False,37.0,37.0,37.0,0.0,True,True
Cardiology,nightmares_case_6_ventricular_tachycardia,p3,Nightmares Case 6 Ventricular Tachycardia.json,0,180,False,True,VT,VT,False,0.6875,False,False,True,False,False,,150,150,154.5,4.5,True,False,85,0,80.02581269908498,80.02581269908498,False,False,65,0,61.19620971106499,61.19620971106499,False,False,26,0,26.0,26.0,False,False,88,0,88.0,88.0,False,False,37.0,37.0,37.0,0.0,True,True
Cardiology,nightmares_case_6_ventricular_tachycardia,p4,Nightmares Case 6 Ventricular Tachycardia.json,2,120,False,True,sinus,sinus,False,0.65625,False,False,True,False,False,,150,90,150.0,60.0,False,False,0,110,0.0,110.0,False,False,0,80,0.0,80.0,False,False,0,18,0.0,18.0,False,False,0,94,38.68,55.32,False,True,37.0,37.0,37.0,0.0,True,True
Cardiology,nightmares_case_6_ventricular_tachycardia,p5,Nightmares Case 6 Ventricular Tachycardia.json,2,0,False,False,VT,sinus,False,0.75,False,False,True,False,False,,150,90,150.0,60.0,False,False,85,110,85.0,25.0,False,False,65,80,65.0,15.0,True,False,26,18,26.0,8.0,False,False,88,94,91.47999999999999,2.5200000000000102,True,True,37.0,37.0,37.0,0.0,True,True
Cardiology,nightmares_case_7_hyperkalemia,p1,Nightmares Case 7 Hyperkalemia.json,0,180,True,True,bradycardia,bradycardia,True,1.0,True,True,True,True,True,,40,30,31.0,1.0,True,True,90,70,82.19774293471265,12.19774293471265,True,True,60,40,54.79849528980843,14.798495289808429,True,True,18,18,18.0,0.0,True,True,99,99,98.64,0.35999999999999943,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,nightmares_case_7_hyperkalemia,p2,Nightmares Case 7 Hyperkalemia.json,1,120,False,True,bradycardia,bradycardia,False,0.90625,True,False,True,True,False,,30,35,30.0,5.0,True,False,70,80,70.0,10.0,True,False,40,50,39.99999999999999,10.000000000000007,True,False,18,18,18.0,0.0,True,True,99,99,99.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,nightmares_case_7_hyperkalemia,p3,Nightmares Case 7 Hyperkalemia.json,1,120,True,True,bradycardia,bradycardia,True,1.0,True,True,True,True,True,,30,30,30.977159968434247,0.9771599684342469,True,True,70,70,70.0,0.0,True,True,40,40,39.99999999999999,7.105427357601002e-15,True,True,18,18,18.0,0.0,True,True,99,99,99.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,nightmares_case_7_hyperkalemia,p4,Nightmares Case 7 Hyperkalemia.json,1,120,False,True,bradycardia,bradycardia,False,0.8125,False,False,True,False,False,,35,55,35.0,20.0,False,False,80,100,80.0,20.0,False,False,50,60,50.0,10.0,True,False,18,18,18.0,0.0,True,True,99,99,99.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,nightmares_case_7_hyperkalemia,p5,Nightmares Case 7 Hyperkalemia.json,0,360,False,False,asystole,VF,False,0.84375,False,False,True,False,False,,30,0,0.0,0.0,True,True,70,0,0.0,0.0,True,True,40,0,0.0,0.0,True,True,18,0,18.0,18.0,False,False,99,0,99,99,False,False,36.5,36.5,36.5,0.0,True,True
Cardiology,nightmares_case_7_hyperkalemia,p6,Nightmares Case 7 Hyperkalemia.json,2,120,False,False,sinus,bradycardia,False,0.8125,False,False,True,False,False,,0,30,80.0,50.0,False,True,0,70,76.80000000000001,6.800000000000011,True,True,0,40,51.20000000000001,11.20000000000001,True,True,0,18,0.0,18.0,False,False,0,99,0,99,False,False,36.5,36.5,36.5,0.0,True,True
Cardiology,pediatric_viral_myocarditis,p1,Pediatric Viral Myocarditis.json,0,300,False,True,sinus,sinus,False,0.71875,False,False,True,False,False,,130,140,130.0,10.0,True,False,110,90,110.0,20.0,False,False,70,60,70.0,10.0,True,False,30,35,30.0,5.0,False,False,92,82,92.0,10.0,False,False,38.0,38.0,38.0,0.0,True,True
Cardiology,pediatric_viral_myocarditis,p2,Pediatric Viral Myocarditis.json,1,0,False,True,sinus,sinus,False,0.875,False,False,True,False,False,,140,140,140.0,0.0,True,True,90,80,90.0,10.0,True,False,60,50,60.0,10.0,True,False,35,12,12.0,0.0,True,True,82,95,91.438,3.5619999999999976,False,True,38.0,38.0,38.0,0.0,True,True
Cardiology,pediatric_viral_myocarditis,p3,Pediatric Viral Myocarditis.json,0,120,False,,sinus,,False,0.9375,True,False,True,True,False,,140,140,140.0,0.0,True,True,80,70,76.8476808,6.847680800000006,True,False,50,40,48.02980050000001,8.029800500000007,True,False,12,12,12.0,0.0,True,True,95,95,95.0,0.0,True,True,38.0,38.0,38.0,0.0,True,True
Cardiology,pediatric_viral_myocarditis,p4,Pediatric Viral Myocarditis.json,1,600,False,True,sinus,sinus,False,0.9375,True,False,False,True,False,,140,140,140.0,0.0,True,True,70,60,57.66581913935302,2.334180860646981,True,True,40,40,32.95189665105886,7.04810334894114,True,False,12,12,12.0,0.0,True,True,95,95,95.0,0.0,True,True,38.0,38.0,38.0,0.0,True,True
Cardiology,pediatric_viral_myocarditis,p5,Pediatric Viral Myocarditis.json,1,300,False,,sinus,,False,0.78125,False,False,True,False,False,,140,110,140.0,30.0,False,False,70,100,72.32000103815794,27.67999896184206,False,False,40,60,41.325714878947394,18.674285121052606,False,False,12,12,12.0,0.0,True,True,95,95,95.0,0.0,True,True,38.0,38.0,38.0,0.0,True,True
Cardiology,pregnant_cardiomyopathy,p1,Pregnant Cardiomyopathy.json,0,120,False,True,sinus,sinus,False,0.90625,False,False,True,False,False,,110,110,110.0,0.0,True,True,90,90,90.0,0.0,True,True,50,50,50.0,0.0,True,True,35,35,35.0,0.0,True,True,89,85,89.0,4.0,False,False,36.5,36.5,36.5,0.0,True,True
Cardiology,pregnant_cardiomyopathy,p2,Pregnant Cardiomyopathy.json,0,300,False,True,sinus,sinus,False,0.84375,False,False,True,False,False,,110,115,110.0,5.0,True,False,90,95,90.0,5.0,True,True,50,50,50.0,0.0,True,True,35,40,35.0,5.0,False,False,89,87,89.0,2.0,True,False,36.5,36.5,36.5,0.0,True,True
Cardiology,pregnant_cardiomyopathy,p3,Pregnant Cardiomyopathy.json,1,0,False,True,sinus,sinus,False,0.96875,False,True,True,True,False,,115,115,115.0,0.0,True,True,95,95,95.0,0.0,True,True,50,50,50.0,0.0,True,True,40,40,40.0,0.0,True,True,87,95,89.68,5.319999999999993,False,True,36.5,36.5,36.5,0.0,True,True
Cardiology,pregnant_cardiomyopathy,p4,Pregnant Cardiomyopathy.json,2,0,False,True,sinus,sinus,False,0.78125,False,False,True,False,False,,115,100,115.0,15.0,False,False,95,75,95.0,20.0,False,False,50,35,50.0,15.0,True,False,40,14,12.0,2.0,True,True,95,95,96.144,1.1440000000000055,True,False,36.5,36.5,36.5,0.0,True,True
Cardiology,pregnant_cardiomyopathy,p5,Pregnant Cardiomyopathy.json,1,120,False,True,sinus,sinus,False,0.9375,True,False,True,True,False,,100,100,100.0,0.0,True,True,75,80,80.79561797354907,0.7956179735490707,True,False,35,40,40.79561797354908,0.7956179735490778,True,False,14,14,14.0,0.0,True,True,95,95,95.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,pregnant_cardiomyopathy,p6,Pregnant Cardiomyopathy.json,1,300,False,True,sinus,sinus,False,0.71875,False,False,True,False,False,,100,80,100.0,20.0,False,False,80,100,81.18333665900383,18.816663340996172,False,False,40,70,40.59166832950192,29.40833167049808,False,False,14,20,14.0,6.0,False,False,95,95,95.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,stemi_with_bradycardia,p1,STEMI with Bradycardia.json,0,180,False,True,bradycardia,bradycardia,False,0.90625,True,False,False,True,False,,32,30,32.0,2.0,True,True,77,66,77.71822496867512,11.718224968675116,True,False,40,36,40.373103879831234,4.373103879831234,True,True,32,32,32.0,0.0,True,True,90,90,90.0,0.0,True,True,37.1,37.1,37.1,0.0,True,True
Cardiology,stemi_with_bradycardia,p3,STEMI with Bradycardia.json,1,120,True,True,bradycardia,bradycardia,True,1.0,True,True,True,True,True,,30,30,30.977159968434247,0.9771599684342469,True,True,66,66,66.0,0.0,True,True,36,36,36.00000000000001,7.105427357601002e-15,True,True,32,32,32.0,0.0,True,True,90,90,90.0,0.0,True,True,37.1,37.1,37.1,0.0,True,True
Cardiology,stemi_with_bradycardia,p4,STEMI with Bradycardia.json,0,240,False,False,bradycardia,VT,False,0.6875,False,False,True,False,False,,30,200,36.0,164.0,False,True,66,0,62.14240528058917,62.14240528058917,False,False,36,0,33.895857425775915,33.895857425775915,False,False,32,0,32.0,32.0,False,False,90,0,90.0,90.0,False,False,37.1,37.1,37.1,0.0,True,True
Cardiology,stemi_with_bradycardia,p6,STEMI with Bradycardia.json,1,120,False,False,sinus,bradycardia,False,0.6875,False,False,True,True,False,,200,30,200.0,170.0,False,False,0,72,0.0,72.0,False,False,0,44,0.0,44.0,False,False,0,32,0.0,32.0,False,False,0,86,0,86,False,False,37.1,37.1,37.1,0.0,True,True
Cardiology,stemi_with_bradycardia,p7,STEMI with Bradycardia.json,1,60,False,False,bradycardia,sinus,False,0.78125,False,False,True,True,False,,30,80,32.5,47.5,False,False,72,100,76.8,23.200000000000003,False,False,44,60,48.8,11.200000000000003,True,False,30,30,30.0,0.0,True,True,86,94,86.0,8.0,False,False,37.1,37.1,37.1,0.0,True,True
Cardiology,stemi_with_cardiogenic_shock,p1,STEMI with Cardiogenic Shock.json,1,600,True,True,sinus,sinus,False,0.96875,True,True,False,True,False,,110,110,110.0,0.0,True,True,80,85,80.62514283088126,4.374857169118741,True,True,40,45,40.31257141544063,4.68742858455937,True,True,30,30,30.0,0.0,True,True,85,85,85.0,0.0,True,True,36.2,36.2,36.2,0.0,True,True
Cardiology,stemi_with_cardiogenic_shock,p2,STEMI with Cardiogenic Shock.json,0,300,False,True,sinus,sinus,False,0.9375,False,False,True,True,False,,110,110,110.0,0.0,True,True,80,80,80.0,0.0,True,True,40,40,40.0,0.0,True,True,30,30,30.0,0.0,True,True,85,80,85.0,5.0,False,False,36.2,36.2,36.2,0.0,True,True
Cardiology,stemi_with_cardiogenic_shock,p3,STEMI with Cardiogenic Shock.json,1,0,False,True,sinus,sinus,False,0.875,True,False,True,False,False,,110,120,110.0,10.0,True,False,80,70,80.0,10.0,True,False,40,30,40.0,10.0,True,False,30,14,12.0,2.0,True,True,85,92,92.788,0.7879999999999967,True,True,36.2,36.2,36.2,0.0,True,True
Cardiology,stemi_with_cardiogenic_shock,p4,STEMI with Cardiogenic Shock.json,1,120,True,True,sinus,sinus,True,1.0,True,True,True,True,True,,120,120,120.0,0.0,True,True,70,75,72.89780898677455,2.1021910132254504,True,True,30,35,32.89780898677454,2.1021910132254575,True,True,14,14,14.0,0.0,True,True,92,92,92.0,0.0,True,True,36.2,36.2,36.2,0.0,True,True
Cardiology,stemi_with_cardiogenic_shock,p5,STEMI with Cardiogenic Shock.json,1,120,False,True,sinus,sinus,False,0.875,True,False,False,True,False,,120,120,120.0,0.0,True,True,75,85,78.34900661633768,6.650993383662325,True,False,35,45,38.1173196739541,6.8826803260459,True,False,14,14,14.0,0.0,True,True,92,92,92.0,0.0,True,True,36.2,36.2,36.2,0.0,True,True
Cardiology,stemi_with_cardiogenic_shock,p6,STEMI with Cardiogenic Shock.json,1,300,False,True,sinus,sinus,False,0.84375,False,False,True,False,False,,120,100,120.0,20.0,False,False,85,95,85.20954920003192,9.790450799968085,True,False,45,55,45.11093781178161,9.88906218821839,True,False,14,14,14.0,0.0,True,True,92,92,92.0,0.0,True,True,36.2,36.2,36.2,0.0,True,True
Cardiology,stemi_with_cardiogenic_shock,p7,STEMI with Cardiogenic Shock.json,1,300,False,True,sinus,sinus,False,0.875,False,False,True,True,False,,120,120,120.0,0.0,True,True,70,50,70.17256992943805,20.172569929438055,False,False,30,10,30.07395854118774,20.07395854118774,False,False,14,14,14.0,0.0,True,True,92,92,92.0,0.0,True,True,36.2,36.2,36.2,0.0,True,True
Cardiology,stable_vt_with_icd_firing,p1,Stable VT with ICD Firing.json,0,300,True,True,VT,VT,True,1.0,True,True,True,True,True,,180,180,180.0,0.0,True,True,100,100,100.0,0.0,True,True,60,60,60.0,0.0,True,True,16,16,16.0,0.0,True,True,96,96,96.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,stable_vt_with_icd_firing,p2,Stable VT with ICD Firing.json,1,120,False,False,VT,sinus,False,0.875,False,False,True,True,False,,180,95,180.0,85.0,False,False,100,110,100.0,10.0,True,False,60,70,60.0,10.0,True,False,16,16,16.0,0.0,True,True,96,96,96.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,stable_vt_with_icd_firing,p3,Stable VT with ICD Firing.json,0,180,False,True,VT,VT,False,0.875,False,False,True,True,False,,180,180,180.0,0.0,True,True,100,150,100.0,50.0,False,False,60,90,60.0,30.0,False,False,16,16,16.0,0.0,True,True,96,96,96.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,stable_vt_with_icd_firing,p4,Stable VT with ICD Firing.json,0,60,False,False,sinus,VT,False,0.78125,False,False,True,False,False,,95,180,95.0,85.0,False,False,110,150,110.0,40.0,False,False,70,90,70.0,20.0,False,False,16,16,16.0,0.0,True,True,96,96,96.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,stable_vt_with_icd_firing,p5,Stable VT with ICD Firing.json,1,180,False,False,VT,sinus,False,0.78125,False,False,True,False,False,,180,95,180.0,85.0,False,False,150,110,150.0,40.0,False,False,90,70,90.0,20.0,False,False,16,16,16.0,0.0,True,True,96,96,96.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,tb_pericarditis,p1,TB Pericarditis.json,1,600,False,True,sinus,sinus,False,0.84375,False,False,False,True,False,,130,130,133.99999999999991,3.9999999999999147,True,False,90,100,81.0,19.0,False,False,60,60,54.0,6.0,True,False,30,30,30.0,0.0,True,True,96,96,96.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,tb_pericarditis,p2,TB Pericarditis.json,0,360,False,True,sinus,sinus,False,0.875,False,False,True,False,False,,130,140,132.39999999999995,7.600000000000051,True,False,90,60,76.50000000000006,16.500000000000057,False,True,60,30,51.000000000000036,21.000000000000036,False,True,30,30,30.0,0.0,True,True,96,96,96.0,0.0,True,True,36.5,36.5,36.5,0.0,True,True
Cardiology,tb_pericarditis,p3,TB Pericarditis.json,0,180,False,False,sinus,PEA,False,0.71875,False,False,True,False,False,,140,150,140.0,10.0,True,False,60,0,54.79849528980843,54.79849528980843,False,True,30,0,27.399247644904218,27.399247644904218,False,False,30,0,30.0,30.0,False,False,96,0,95.1,95.1,False,False,36.5,36.5,36.5,0.0,True,True
Cardiology,tb_pericarditis,p4,TB Pericarditis.json,1,0,False,True,sinus,sinus,False,0.59375,False,False,False,False,False,,150,130,150.0,20.0,False,False,0,80,26.400000000000006,53.599999999999994,False,True,0,40,17.6,22.4,False,True,0,20,0.0,20.0,False,False,0,100,0,100,False,False,36.5,36.5,36.5,0.0,True,True
Cardiology,thyroid_storm,p1,Thyroid Storm.json,0,180,False,True,sinus,sinus,False,0.78125,False,False,True,True,False,,145,150,145.0,5.0,True,False,150,115,150.0,35.0,False,False,80,70,80.0,10.0,True,False,32,34,32.0,2.0,True,False,89,93,86.75,6.25,False,False,40.0,40.0,40.06,0.060000000000002274,True,True
Cardiology,thyroid_storm,p2,Thyroid Storm.json,0,300,False,True,sinus,sinus,False,0.9375,False,False,True,True,False,,150,150,150.0,0.0,True,True,115,115,115.0,0.0,True,True,70,70,70.0,0.0,True,True,34,34,34.0,0.0,True,True,93,85,91.75,6.75,False,True,40.0,40.0,40.1,0.10000000000000142,True,False
Cardiology,thyroid_storm,p3,Thyroid Storm.json,1,0,False,True,sinus,sinus,False,0.9375,False,False,True,True,False,,150,150,150.0,0.0,True,True,115,110,115.0,5.0,True,True,70,70,70.0,0.0,True,True,34,16,12.0,4.0,True,True,93,93,96.388,3.3880000000000052,False,False,40.0,40.0,40.0,0.0,True,True
Cardiology,unstable_bradycardia,p1,Unstable Bradycardia.json,1,0,True,True,bradycardia,bradycardia,True,1.0,True,True,True,True,True,,40,40,40.0,0.0,True,True,97,97,97.0,0.0,True,True,63,63,63.0,0.0,True,True,12,12,12.0,0.0,True,True,91,95,93.28,1.7199999999999989,True,True,35.9,35.9,35.9,0.0,True,True
Cardiology,unstable_bradycardia,p2,Unstable Bradycardia.json,0,180,False,True,bradycardia,bradycardia,False,0.9375,False,True,True,True,False,,40,26,35.5,9.5,True,True,97,61,88.59090071852363,27.590900718523628,False,True,63,42,57.53842005429885,15.538420054298847,False,True,12,12,12.0,0.0,True,True,95,95,95.0,0.0,True,True,35.9,35.9,35.9,0.0,True,True
Cardiology,unstable_bradycardia,p3,Unstable Bradycardia.json,1,60,False,True,bradycardia,bradycardia,False,0.875,False,False,True,False,False,,26,40,28.5,11.5,False,False,61,70,61.0,9.0,True,False,42,45,42.0,3.0,True,True,12,12,12.0,0.0,True,True,95,95,95.0,0.0,True,True,36.1,36.1,36.1,0.0,True,True
Cardiology,unstable_bradycardia,p4,Unstable Bradycardia.json,1,0,False,True,sinus,sinus,False,0.90625,False,False,True,False,False,,26,70,70.0,0.0,True,True,61,100,89.89473684210526,10.10526315789474,True,True,42,65,61.89473684210526,3.10526315789474,True,True,12,12,12.0,0.0,True,True,95,90,95.0,5.0,False,False,36.1,36.1,36.1,0.0,True,True
Cardiology,unstable_bradycardia,p5,Unstable Bradycardia.json,0,180,False,False,bradycardia,PEA,False,0.6875,False,False,True,False,False,,26,0,21.499999999999993,21.499999999999993,False,True,61,0,55.711803544638585,55.711803544638585,False,True,42,0,38.35894670286591,38.35894670286591,False,False,12,0,12.0,12.0,False,False,95,0,95.0,95.0,False,False,35.9,36.1,35.9,0.20000000000000284,True,False
Cardiology,vsa_megacode,p1,VSA Megacode.json,1,180,False,True,sinus,sinus,False,0.875,False,False,True,True,False,,74,74,74.0,0.0,True,True,100,80,99.28386879706721,19.283868797067214,False,False,60,40,59.57032127824033,19.57032127824033,False,False,12,12,12.0,0.0,True,True,96,96,96.0,0.0,True,True,36.7,36.7,36.7,0.0,True,True
Cardiology,vsa_megacode,p2,VSA Megacode.json,0,120,False,False,sinus,VT,False,0.6875,False,False,True,False,False,,74,180,74.0,106.0,False,False,100,0,100.0,100.0,False,False,60,0,60.0,60.0,False,False,12,12,12.0,0.0,True,True,96,74,96.0,22.0,False,False,36.7,36.7,36.7,0.0,True,True
Cardiology,vsa_megacode,p3,VSA Megacode.json,1,240,False,False,sinus,bradycardia,False,0.75,False,False,True,True,False,,180,55,180.0,125.0,False,False,0,85,0.0,85.0,False,False,0,45,0.0,45.0,False,False,12,12,12.0,0.0,True,True,74,95,74.0,21.0,False,False,36.7,36.7,36.7,0.0,True,True
Cardiology,vsa_megacode,p4,VSA Megacode.json,0,60,False,False,sinus,VF,False,0.65625,False,False,True,False,False,,55,180,55.0,125.0,False,False,85,0,85.0,85.0,False,False,45,0,45.0,45.0,False,False,0,12,0.0,12.0,False,False,95,68,95.0,27.0,False,False,36.7,36.7,36.7,0.0,True,True
Cardiology,vsa_megacode,p5,VSA Megacode.json,0,120,False,False,sinus,PEA,False,0.65625,False,False,True,False,False,,55,20,55.0,35.0,False,False,85,0,85.0,85.0,False,False,45,0,45.0,45.0,False,False,0,12,0.0,12.0,False,False,95,68,95.0,27.0,False,False,36.7,36.7,36.7,0.0,True,True
Cardiology,vt_arvd,p1,Ventricular Tachycardia due to Arrhythmogenic Right Ventricular Dysplasia (ARVD).json,1,300,False,False,VT,sinus,False,0.84375,False,False,True,False,False,,162,75,162.0,87.0,False,False,109,118,109.0,9.0,True,False,71,77,71.0,6.0,True,False,18,18,18.0,0.0,True,True,99,99,99.0,0.0,True,True,36.8,36.8,36.8,0.0,True,True
Cardiology,vt_arvd,p4,Ventricular Tachycardia due to Arrhythmogenic Right Ventricular Dysplasia (ARVD).json,0,120,False,False,sinus,VT,False,0.78125,False,False,True,False,False,,75,180,75.0,105.0,False,False,118,80,118.0,38.0,False,False,77,56,77.0,21.0,False,False,18,18,18.0,0.0,True,True,99,99,99.0,0.0,True,True,36.8,36.8,36.8,0.0,True,True
Cardiology,wpw_wide_complex_tachycardia,p1,Wide Complex Tachycardia WPW.json,1,1200,False,False,SVT,VT,False,0.84375,False,False,True,False,False,,180,180,179.5843810519286,0.41561894807139765,True,True,125,88,125.0,37.0,False,False,85,60,85.0,25.0,False,False,22,22,22.0,0.0,True,True,97,97,97.0,0.0,True,True,37.1,37.1,37.1,0.0,True,True
Cardiology,wpw_wide_complex_tachycardia,p2,Wide Complex Tachycardia WPW.json,1,20,False,False,SVT,VT,False,0.75,False,False,True,False,False,,180,200,175.5404733187398,24.4595266812602,False,False,125,88,125.0,37.0,False,False,85,60,85.0,25.0,False,False,22,22,22.0,0.0,True,True,97,97,97.0,0.0,True,True,37.1,37.1,37.1,0.0,True,True
Cardiology,wpw_wide_complex_tachycardia,p3,Wide Complex Tachycardia WPW.json,0,240,False,False,SVT,VT,False,0.8125,False,False,True,False,False,,180,200,182.0,18.0,False,False,125,88,117.50000000000006,29.500000000000057,False,True,85,60,79.90000000000003,19.900000000000034,False,True,22,22,22.0,0.0,True,True,97,97,97.0,0.0,True,True,37.1,37.1,37.1,0.0,True,True
